Review Title,Review DOI,Reviewer Surname,Reviewer Given Name,Reviewer ORCID,Reviewer Affiliations,Review Status,Review,Day,Month,Year,Review published,pmcid,f1000_type,pmid,doi,title,First Publication of Article,article_type
Referee response for version 1,10.21956/wellcomeopenres.11491.r20361,Ndo,Cyrille,NA,"1Malaria Research Laboratory, Coordination Organization for the Control of Endemic Diseases in Central Africa (OCEAC), Yaoundé, Cameroon",approve,"Title and Abstract:  Yes, the title is appropriate for the content of the article and the abstract represents a suitable summary of the work.Article content:  The design, methods and analysis of the results from the study have been clearly explained and they are appropriate for the topic being studied.Results:  Data are well presented and enough information has been provided. Therefore everybody with appropriate scientific background could replicate the experiment.Discussion and conclusion:  According to me the conclusions are sensible, but not totally balanced and justified on the basis of the results of the study. In my opinion, the detection of East-kdr in Ivory coast where it has not been reported yet is a proof that resistance genes are spraying across the continent. However, by saying that ""
The alarming new occurrence of this mutation in Ivorian anopheles mosquito populations represents a major threat to on-going vector control activities as the current strategy of the National Malaria Control Program in the country is heavily based on the use of long lasting nets"", one could understand or assume that the East-Kdr mutation confers greater resistance than the West-kdr mutation which is already widespread in Ivory Coast. Therefore by identifying this mutation in this country, the level of resistance in
Anopheles population would increase. Is this the case? According to some authors (eg: Reimer et al. 2008) the West-kdr seems to confer greater resistance than the East-kdr. Therefore, I suggest the authors of this paper to add in the discussion information about the real impact of the presence of East-kdr or both mutations, on level of resistance of local malaria vector populations.I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.",20,2,2017,2017-2-20,PMC5351847,Research Note,28317032,10.12688/wellcomeopenres.10662.1,First report of the East African kdr mutation in an Anopheles gambiae mosquito in Côte d'Ivoire.,2017-02-09,research-article; journal article; 
Referee response for version 2,10.21956/wellcomeopenres.13603.r25837,Delgado-Ratto,Christopher,https://orcid.org/0000-0003-2300-5181,"1Global Health Institute, University of Antwerp, Antwerp, Belgium",approve,I acknowledge the answers to my comments by the authors. I have no further comments on this new version.I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.,8,9,2017,2017-9-8,PMC5445974,Research Article,28612053,NA,Micro-epidemiological structuring of Plasmodium falciparum parasite populations in regions with varying transmission intensities in Africa.,2017-02-14,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.11628.r23565,Cui,Liwang,NA,"1Department of Entomology, Pennsylvania State University, State College, PA, USA",approve,"This study analyzed large sample sets of malaria parasites taken from the western and eastern coasts of Africa (The Gambia and Kenya) and genotyped at 276 SNPs. For two of the sample sets, parasites were collected at different time points, allowing identification of population changes over time and space. Overall, the analysis was sound and results were well explained. The authors also notified the limitations of the study. For example, inclusion of additional parasite samples between these western and eastern sites, and use of more SNP markers would validate whether the conclusions drawn here represent the whole African continent. Comments:
The assumption for comparing the temporally collected samples is that malaria case numbers have been reduced, which might lead to genetic isolation and structuring of parasite populations. It would be great if malaria epidemiology at the beginning and end of sample collection in the sites where samples were collected is clearly stated. It is possible that despite the overall reduction in malaria cases, some of the sites may represent hotspots where malaria epidemiology remained more or less unchanged over the time. As a result, this would make the parasite populations and genetics relatively stable over the time.The inclusion of numerous SNPs for this type of analysis is a nice practice. However, the authors may want to separate those that are clearly under selection (such as EBA175 and AMA1), since these mutations are subject to strong immune selection and will have different evolutionary trajectories as compared to more neutral SNPs. More detailed comparison of the two Kenyan sites might be interesting to see whether gene flow between these sites exists, given that these sites are relatively closely located, yet separated by potential gene flow barriers (such as the rift valley).
I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.",19,6,2017,2017-6-19,PMC5445974,Research Article,28612053,NA,Micro-epidemiological structuring of Plasmodium falciparum parasite populations in regions with varying transmission intensities in Africa.,2017-02-14,research-article; journal article; 
NA,NA,Omedo,Irene,NA,"KEMRI- Wellcome Trust Research Programme, Kenya",NA,"We are grateful for this review and the helpful comments and suggestions that have been made. We have included a point-by-point response (in bold) to the issues raised.The assumption for comparing the temporally collected samples is that malaria case numbers have been reduced, which might lead to genetic isolation and structuring of parasite populations. It would be great if malaria epidemiology at the beginning and end of sample collection in the sites where samples were collected is clearly stated. It is possible that despite the overall reduction in malaria cases, some of the sites may represent hotspots where malaria epidemiology remained more or less unchanged over the time. As a result, this would make the parasite populations and genetics relatively stable over the time.The following statement has been added to show the changing epidemiology of malaria during the study period:“Over the study period, malaria transmission, as measured by malaria slide positivity rate, fell from 56% in 1998 to 7% in 2009 in Kilifi
1, and rose slightly in Fajara and Brikama in the Gambia
2.”There was no data showing temporal variation in malaria transmission in Rachuonyo South because the samples were collected in a single cross-sectional survey.The inclusion of numerous SNPs for this type of analysis is a nice practice. However, the authors may want to separate those that are clearly under selection (such as EBA175 and AMA1), since these mutations are subject to strong immune selection and will have different evolutionary trajectories as compared to more neutral SNPs. We have included the following additional text to show the number of SNPs typed in EBA175 and AMA1:“Separate analyses were also carried out for subsets of SNPs typed in EBA 175 (39, 36 and 20 SNPs in The Gambia, Kilifi and Rachuonyo South, respectively) and AMA1 (9 SNPs in The Gambia and 8 SNPs in Kilifi). Only 3 SNPs were genotyped in Rachuonyo South, so this SNP subset was not analysed separately.” And expounded on the section describing the outcome of these analyses: “In all study sites, separate analyses of EBA175 and AMA1 did not reveal qualitatively different results from the pooled analyses (supplementary figures 1- 3) and only the results of the pooled analyses are presented here.”More detailed comparison of the two Kenyan sites might be interesting to see whether gene flow between these sites exists, given that these sites are relatively closely located, yet separated by potential gene flow barriers (such as the rift valley).The current study focused on parasite movement and mixing within small, geographically-defined areas, and hence concentrated on analysing parasite genetics within individual sites. Furthermore, we did not have sufficient number of SNPs typed in these two populations to carry out a meaningful comparison. That said, your comment is important, and has been noted as a recommendation for future work, in the statement below:“Furthermore, as transmission continues to decline and malaria programmes gradually shift their focus from control to elimination, the analysis of parasite gene flow between different transmission foci, e.g. Kilifi and Rachuonyo South will become increasingly important in informing the mitigation measures needed to prevent importation of parasites as a result of human movement and migration. These analyses were not carried out in the current study since the numbers of common SNPs between the two Kenyan sites was low, and we only had parasites from one timepoint in Rachuonyo South, hence we were unable to conduct an informative analysis of gene flow between sites”",29,8,2017,2017-8-29,PMC5445974,Research Article,28612053,NA,Micro-epidemiological structuring of Plasmodium falciparum parasite populations in regions with varying transmission intensities in Africa.,2017-02-14,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.11628.r21343,Delgado-Ratto,Christopher,https://orcid.org/0000-0003-2300-5181,"1Global Health Institute, University of Antwerp, Antwerp, Belgium",approve,"This is a study that used SNP genotyping data finely analysed to describe the geographic structuring of Plasmodium falciparum parasites at micro-epidemiological level in three regions from Gambia and Kenya. The authors were not able to compare the parasite populations among the study sites due to the samples were originally obtained for studies with different study designs (differences in sampling time, study population and design). The genetic diversity and clustering may not only be affected by geographic location and time but also by different ways of sampling the data. Say so, I appreciated that the authors focused in the population dynamics within the study sites. Regarding the hypothesis that exists gene flow within the study sites, gene flow models could be also useful to prove such genetic exchange of parasites. There are various software that may help on this matter, i.e. Migrate-n. Specific remarks: Conclusions section:
This paragraph is not fully justified on basis of the results: “following mass-treatment campaigns we would predict that if residual foci of transmission are retained this will rapidly lead to reinfection of the wider community, and that parasites acquiring mutations conferring drug resistance or immunological escape will be rapidly spread at a micro-epidemiological level.”
I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.",18,4,2017,2017-4-18,PMC5445974,Research Article,28612053,NA,Micro-epidemiological structuring of Plasmodium falciparum parasite populations in regions with varying transmission intensities in Africa.,2017-02-14,research-article; journal article; 
NA,NA,Omedo,Irene,NA,"KEMRI- Wellcome Trust Research Programme, Kenya",NA,"We would like to thank the reviewer for his comments, which helped to improve the manuscript. we have included our responses below (in bold):Regarding the hypothesis that exists gene flow within the study sites, gene flow models could be also useful to prove such genetic exchange of parasites. There are various software that may help on this matter, i.e. Migrate-n.Migrate-n is a useful software for measuring migration rates between populations and is definitely useful for measuring gene flow within and between the different sites. It however, seems to need the parasites to be divided into populations and then to test for migration between these populations. Our current analyses aimed to step away from this requirement of specifying the populations a prior, and instead try to identify population structure based on clusters of genetically related parasites. The software also additionally requires the use of allele frequencies, while the current analyses focused on individual level genetic data. However, since such analyses may still be useful for identifying migration rates once distinct parasite populations have been identified, the following statement has been added in the discussion section. “Finally, we used genetic data to show that there is high parasite movement and mixing within individual study sites. Additional analyses using gene flow models, e.g. as implemented in Migrate-N software, can be used to further validate our hypothesis of rapid gene flow and to confirm whether the parasites are part of a panmictic population or whether there exists underlying population structure, as well as to determine directionality of parasite movement between different populations, assuming that such populations can be identified within the region.”This paragraph is not fully justified on basis of the results: “following mass-treatment campaigns we would predict that if residual foci of transmission are retained this will rapidly lead to reinfection of the wider community, and that parasites acquiring mutations conferring drug resistance or immunological escape will be rapidly spread at a micro-epidemiological level.”The statement has been re-written as follows to clarify the message: “On the other hand, based on the high level of parasite mixing observed at each study site, we would predict that ineffective application of control interventions such as mass drug administration that result in residual foci of transmission would lead to rapid re-infection of the wider community, and also that parasites acquiring mutations conferring drug resistance or immunological escape would spread rapidly at the micro-epidemiological level. This underscores the need for effective and sustained control until malaria elimination is achieved.”",29,8,2017,2017-8-29,PMC5445974,Research Article,28612053,NA,Micro-epidemiological structuring of Plasmodium falciparum parasite populations in regions with varying transmission intensities in Africa.,2017-02-14,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.11628.r21345,Koepfli,Cristian,https://orcid.org/0000-0002-9354-0414,"1University of California, Irvine, Irvine, CA, USA",approve,"This is a relevant study, assessing the ability to identify small-scale foci of transmission and parasite gene flow to surrounding areas based in SNP-typing. While it is overall clearly presented and well written, more detail, in particular in the results section, would help to better understand the data, and to assess its power. Specific comments: Abstract:
Please state how many samples and SNP markers were included in the final analysis.I wonder whether “relatedness in space and time” is the correct term, or “distance in space and time” would be more appropriate.   Results:
In the part on “Identification of geographical barriers to parasite movement” it would be useful to include the range of prevalence or MPF per pixel analyzed. The second paragraph of this part is difficult to follow, as the term ‘cluster’ is used consistently, without further indication on what the clusters represent. It would help to include a sentence describing that spatial clusters were analyzed based on the PCA values of all isolates found within the cluster. Thus, clusters of isolates differing from all other isolates were identified. The same is the case in the discussion. What sizes were the clusters identified, and how many haplotypes were included per cluster?Figure 5: Given that for almost every pair of samples the number of days differs, how were the days for the different curves calculated? I assume each color represents a range, yet only a point estimate is given. Also, please indicate in brackets for each curve the number of samples included. For example, how many samples were available for the 1-day and 31-days analysis in The Gambia? Could the apparent reduction in SNP difference at 10 km be a chance finding due to limited sample size? Including the number of SNPs analyzed in each population would further help to interpret the data. E.g. it is interesting that in Rachuonyo South the proportion of different SNPs is approx. twice as high as in the other sites, yet this is only evident when Figure 5 is compared to Table 1. Would it be possible to include confidence intervals for the 1-day curves in the figure? This would help to understand the power of the data. For example, the statement in the abstract “Genetic relatedness of sample pairs is predicted by relatedness in space and time” suggests that genetic relatedness can be inferred, once the distance by space and time is known. This is however difficult to assess without more detail on the variance of the data.In Table 2, what is the unit of the results showed? I assume it is SNP-difference/day (or SNP-difference/km), with days and distance log-transformed. Please state if/how data was transformed.   Discussion:
Paragraph 3 of the discussion could be expanded. At what spatial scales was population structure found in previous studies (as compared to the approx. 50 km range of the present study)? Have any of these studies included relatedness? This information would help to assess the feasibility to identify foci of higher transmission, and to estimate the level of gene flow to surrounding areas in different transmission settings.The number of SNP differences plateaus at approx. 1 km in The Gambia, 3 km in Kilifi, and increases up to 10 km in Rachuonyo South. Are there possible explanations for these differences due to the characteristics of the local parasite populations?
I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.",11,4,2017,2017-4-11,PMC5445974,Research Article,28612053,NA,Micro-epidemiological structuring of Plasmodium falciparum parasite populations in regions with varying transmission intensities in Africa.,2017-02-14,research-article; journal article; 
NA,NA,Omedo,Irene,NA,"KEMRI- Wellcome Trust Research Programme, Kenya",NA,"We would like to sincerely thank the reviewer for taking time to review this work. We appreciate the comments and issues raised, and have addressed them on a point-by-point basis as indicated (in bold).Abstract:Please state how many samples and SNP markers were included in the final analysis.The following statement has been inserted in the abstract to show the number of samples and SNPs used in the final analysis. ""Using 107, 177 and 82 SNPs that were successfully genotyped in 133, 1602, and 1034 parasite isolates from The Gambia, Kilifi and Rachuonyo South district, respectively, we show that there are no discrete geographically restricted parasite sub-populations.”I wonder whether “relatedness in space and time” is the correct term, or “distance in space and time” would be more appropriate.“Relatedness in space and time” has been replaced with “distance in space and time”. Results:In the part on “Identification of geographical barriers to parasite movement” it would be useful to include the range of prevalence or MPF per pixel analyzed.The second paragraph of this part is difficult to follow, as the term ‘cluster’ is used consistently, without further indication on what the clusters represent. It would help to include a sentence describing that spatial clusters were analyzed based on the PCA values of all isolates found within the cluster. Thus, clusters of isolates differing from all other isolates were identified. The same is the case in the discussion. What sizes were the clusters identified, and how many haplotypes were included per cluster?The following statement has been added to show the MPF and parasite prevalence range analysed per pixel. The interquartile range of both measures at each pixel size has also been added. “The range of MPF and parasite prevalence per pixel varied depending on the size of the pixels analysed. In the Kilifi population, MPF ranged from 0 – 100% (interquartile range (IQR) = 20%) for the 0.5km pixels; 0 – 100% (IQR = 14%) for the 1.0km pixels; 20 – 83% (IQR = 7%) for the 2km pixels; and 33 – 63% (IQR = 4.7%) for the 4km pixels. In the Rachuonyo South population, PCR positive prevalence varied from 0 – 75% (IQR = 19.4%) for the 0.5km pixels; 0 – 47% (IQR = 17.4%) for the 1.0km pixels; 3.5 – 35.8% (IQR = 14.3%) for the 2km pixels; and 6.2 – 33.4% (IQR = 7.8%) for the 4km pixels.”The second paragraph under ‘spatial autocorrelation’ heading in the methods section has been expanded to indicate what clusters represent and how they are identified, and now reads as follows:“Spatial scan statistics were calculated using SaTScan software and were run separately for each study site. The statistics involved running a purely spatial, retrospective analysis based on a normal probability distribution model using continuous variables (PC scores) and looking for areas with clusters of high PC scores. Latitude and longitude coordinates were used to represent the geographical locations of specific parasites, whereas principal component scores were used to represent individual parasite genotypes. During the analysis, a scanning window that gradually varies in size from including only a single homestead up to 50% of the population moves over the geographical space and at each window size and location, the ratio of parasites with high PCs inside the window versus outside the window is calculated. The window with the highest ratio is noted down as a cluster and its statistical significance is determined after accounting for multiple comparisons using random permutations.”The number of samples contained in each significant cluster has been added in the results section and now reads as follows:“In Kilifi, one cluster with a radius of 1.54 km (p=0.01) containing 15 parasites was detected, while in Rachuonyo South, a smaller cluster of genetically distinct parasites was detected with a radius of 0.5 km (p=0.001) containing 14 parasites”.And the following section has been added in the discussion section to make it clear that the clusters were based on PC scores:“However, using scan statistics we identified only two specific clusters of distinct parasite sub-populations based on PC scores, one in Kilifi and another in Rachuonyo South.”Figure 5: Given that for almost every pair of samples the number of days differs, how were the days for the different curves calculated? I assume each color represents a range, yet only a point estimate is given.The following statement has been added in the results section to show how the graphs were generated: “Since the number of days differed for almost all parasite pairs, dummy data were included in the regression analysis to enable the generation of time-distance interaction graphs. For each study site, a distance range of 1 – 10km (with an interval of 0.1km between adjacent distances) was used. Temporal distance with 14 and 10 day intervals were assigned to parasite pairs in Kilifi and the Gambia, respectively, whereas time was not considered for the Rachuonyo South population. Constant SNP differences of 14, 10 and 8 were used for parasite pairs in Kilifi, Rachuonyo South and the Gambia, respectively.”Also, please indicate in brackets for each curve the number of samples included. For example, how many samples were available for the 1-day and 31-days analysis in The Gambia? Could the apparent reduction in SNP difference at 10 km be a chance finding due to limited sample size?The number of samples used to draw each curve has been noted in the Figure legend. We agree with the reviewer that the decrease past 10km is likely due to limited sample size and is there probably not significant.Including the number of SNPs analyzed in each population would further help to interpret the data. E.g. it is interesting that in Rachuonyo South the proportion of different SNPs is approx. twice as high as in the other sites, yet this is only evident when Figure 5 is compared to Table 1.The number of SNPs analysed in each population has been added to the figure legend.Would it be possible to include confidence intervals for the 1-day curves in the figure? This would help to understand the power of the data. For example, the statement in the abstract “Genetic relatedness of sample pairs is predicted by relatedness in space and time” suggests that genetic relatedness can be inferred, once the distance by space and time is known. This is however difficult to assess without more detail on the variance of the data.Figure 5 has been regenerated to show the confidence intervals for the 1-day curves. In Table 2, what is the unit of the results showed? I assume it is SNP-difference/day (or SNP-difference/km), with days and distance log-transformed. Please state if/how data was transformed.The following statement has been added to Table 2 to show the units of measurement of the results.“Values represent the change in the number of SNP differences between parasite pairs per day (time), per kilometre (distance) and per day/kilometre (time-distance interaction). Time, distance and the product of time and distance (time-distance interaction) were log transformed prior to running the regression analyses.”Discussion:Paragraph 3 of the discussion could be expanded. At what spatial scales was population structure found in previous studies (as compared to the approx. 50 km range of the present study)? Have any of these studies included relatedness? This information would help to assess the feasibility to identify foci of higher transmission, and to estimate the level of gene flow to surrounding areas in different transmission settings.The paragraph has been expanded and now reads as follows:“Lack of genetic structuring of parasite populations observed in this study is indicative of a population that is well mixed. This observation of a highly mixing parasite population is in agreement with results of similar studies of parasite genetic diversity and population differentiation using microsatellites
52, 54, 55 , immune selected genes
56, 57 and SNPs
58 . These studies were carried out in parasite populations from different geographical regions representing a diverse range of transmission intensities from highest in Africa and oceania, intermediate in Southeast Asia, and lowest in south America. However, other studies have shown population structure when looking at the same population
48, 59– 61 , although these analyses were carried out on larger geographical scales than those analysed here and mostly involved analyses at provincial, country or continental levels. Population structure was most evident in regions with low transmissiion intensities such as south America or southeast Asia, and less evident in Africa where transmission intensity is much higher.”The number of SNP differences plateaus at approx. 1 km in The Gambia, 3 km in Kilifi, and increases up to 10 km in Rachuonyo South. Are there possible explanations for these differences due to the characteristics of the local parasite populations?Although the exact reason for the plateau observed is currently unknown, the following statement has been added to postulate possible reasons for the observation:“The number of SNP differences were seen to plateau at approximately 1km in the Gambia, 3km in Kilifi and 10km in Rachuonyo South. This may be attributed to the characteristics of the local parasite population, which in turn may be explained by the distribution of human settlement in the areas sampled, for example in the Gambia, homesteads tend to be clustered together in distinct, autonomous villages whereas in Rachuonyo South there is a denser and more uniform pattern of human settlement over the study area, enabling the interaction of parasites over a much larger distance.”",29,8,2017,2017-8-29,PMC5445974,Research Article,28612053,NA,Micro-epidemiological structuring of Plasmodium falciparum parasite populations in regions with varying transmission intensities in Africa.,2017-02-14,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.11628.r21178,Tibayrenc,Michel,NA,"1Maladies Infectieuses et Vecteurs Ecologie, Génétique, Evolution et Contrôle (MIVEGEC), Institut de Recherche pour le Développement (IRD), Montpellier, France",approve,"This is a fine population genetic analysis of 3 samples taken in Gambia and Kenya, relying on the typing of 5199 samples by 276 SNPs. I have little to say about this work, which uses sound approaches and yields clear conclusions. A few remarks:
How can heterozygous genotypes be detected in haploid populations of the parasite?As noted by the authors themselves, using 276 SNPs is rather limited. Genetic studies dealing with human populations at nowadays routinely rely on 500000 SNPs or more. One main feature of such studies is that microgeographical structures are deteted mostly from low frequency variants and rare variants, which of course are undetectable when using a limited set of markers. Moreover, these low frequency and rare variants are supposed to be highly relevant for phenotypic expression, in particular disease susceptibility and are largely responsible for recent and localized evolution in human populations. (see for example Leslie et al. (2015)
1). It is most probable that these patterns exist in parasite populations too. The authors should discuss this point more, since it is probably one of the main avenues of future researches in microbiology.
I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.",29,3,2017,2017-3-29,PMC5445974,Research Article,28612053,NA,Micro-epidemiological structuring of Plasmodium falciparum parasite populations in regions with varying transmission intensities in Africa.,2017-02-14,research-article; journal article; 
NA,NA,Omedo,Irene,NA,"KEMRI- Wellcome Trust Research Programme, Kenya",NA,"We would like to sincerely thank the reviewer for taking time to review our work. We appreciate your comments, and have included a point-by-point response to them as follows (our responses are in bold).How can heterozygous genotypes be detected in haploid populations of the parasite?The use of the words “homozygous” and “heterozygous” in the context of haploid organisms has been clarified to mean single parasite genotype infections and mixed parasite genotype infections, respectively.As noted by the authors themselves, using 276 SNPs is rather limited. Genetic studies dealing with human populations at nowadays routinely rely on 500000 SNPs or more. One main feature of such studies is that microgeographical structures are deteted mostly from low frequency variants and rare variants, which of course are undetectable when using a limited set of markers. Moreover, these low frequency and rare variants are supposed to be highly relevant for phenotypic expression, in particular disease susceptibility and are largely responsible for recent and localized evolution in human populations. (see for example Leslie et al. (2015)
1). It is most probable that these patterns exist in parasite populations too. The authors should discuss this point more, since it is probably one of the main avenues of future researches in microbiology.The following additional information has been added in the discussion section to address this point:“Advances in sequencing technologies have increased the use of whole genome sequence data in the analysis of
P. falciparum parasite population genetics, and this has led to the identification of hundreds of thousands of SNPs, most of which are present at very low frequencies especially in African parasite populations
3. Additional analyses will require the use of whole genome sequence data to identify rare variants and distinguish between closely related parasites, thus allowing parasite population structure to be analysed at fine spatial scales.”",29,8,2017,2017-8-29,PMC5445974,Research Article,28612053,NA,Micro-epidemiological structuring of Plasmodium falciparum parasite populations in regions with varying transmission intensities in Africa.,2017-02-14,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.11526.r20713,Forsberg,Birger C.,NA,"1Department of Public Health Sciences, Karolinska Institute, Solna, Sweden",approve,"A well written article with interesting results, though mostly known already, that are most important for policy making. Some comments for further improvements: 
""explored"" in the Abstract is in past tense while the first verb (""review"") is in present tense. Chose either. In the ""Background"" section it is stated that ""Most vaccination coverage estimates in LMICs are from administrative reports that tend to overestimate coverage, due to errors in the number of vaccine doses administered and/or invalid assumptions about the size of the target population of children."" This statement should by preference be supported by a reference. I would say that most
estimates are based on surveys while vaccine coverage 
reports may be based on administrative reports, i.e. data from routine reporting in the health system.Under ""Methods"" the risk factors considered are listed. However, the factors listed should rather be called ""determinants"". For instance, maternal education is not a risk factor in itself but a determinant. Low maternal education carries a risk for  lower participation in vaccine programmes. The opposite goes for high education.As pointed out by other referees, it is questionable if ""possession of vaccine card"" can be put in the logistic regression model if outcome (children vaccinated) is measured with vaccine card. Clearly, there is a risk that possession of vaccine card increases your chance of being included in the sample.Under ""Ethic statement"" it is said that ""...written informed consent is obtained from each survey participant"" and a reference to DHS is given. I would soften this fact and make it clearer that it is coming from the DHS report. It could for instance be formulated ""The DHS programme reports that...."".There are two ""after"" after each other in the sentence following the one quoted under (5).On page 7 in the second paragraph in the section titled ""Predictors of complete vaccination status"" the term risk factor is again used in an inaccurate way, I believe. A ""risk factor"" is related to a negative outcome (in order for it to be a ""risk""). Hence, there cannot be ""risk factors for complete vaccination"". They should be called ""determinants"" of ""predictors"".The article is based on an analysis between countries under the standard assumption that countries form relatively coherent entities suitable for comparison. However, intra-country variation may be as important as inter-country variation when it comes to primary care services. Hard to reach regions may be more or less represented in the countries compared. It would be useful if the authors could comment on this somewhere in the article, preferably in the discussion section.Under ""Discussion"" the first sentence states ""...the mean prevalence of the fully immunized child (FIC) was only 49%, indicating the poor state....."". No numbers on aggregated ""means"" for all countries are given anywhere in the Results section. It is therefore surprising that it appears in the Discussion section. It is not described how the authors calculated this mean prevalence. I suggest the sentence is taken out as it opens up to a different data analysis than the one used in the article (where data from each country are presented separately and compared.)On top of page ""capital"" should be ""capita"".In the second column, it is said in the fourth paragraph (starting ""Even with a probability...) that ""Clusters with a larger population are more likely to be selected compared to less populated clusters..:"" This is not correct. The cluster sampling is not a method in which you select your sample
from clusters. It is a method through which you select clusters from a population enumeration based on an estimate or  census data. All persons in the population have the same chance of being included in a cluster, irrespective of there they live. In EPI coverage surveys a cluster typically consists of 7 children.In the ""Conclusions"" section it is said that ""Health system weaknesses and inefficiencies responsible for the unacceptably high dropout rates between vaccine doses need to be tackled urgently."" However true this may be, there is in fact little to no evidence in the article that health system weaknesses and inefficiencies are responsible for the drop out rates documented in the surveys. The reason is that this variable is not included in the regression model. It would be possible, but not easy and uncontroversial, to include a proxy for such system weaknesses in the model but rather than redoing their analysis, I suggest the authors move the quoted sentence to the ""Discussion"" section and then qualify their statement. The ""Conclusion"" section should focus on the actual results from the study and their policy implications.      
I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.",18,4,2017,2017-4-18,PMC5407439,Research Article,28459105,10.12688/wellcomeopenres.10690.1,Crude childhood vaccination coverage in West Africa: Trends and predictors of completeness.,2017-02-15,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.11526.r21160,Danovaro-Holliday,M Carolina,NA,"1Expanded Programme on Immunization, Department of Immunization, Vaccines and Biologicals, World Health Organization, Geneva, Switzerland",approve-with-reservations,"Crude childhood vaccination coverage in West Africa: Trends and predictors of completeness This manuscript presents analyses of DSH from 13 West African countries in terms of fully immunized child or FIC (defined as having received basic vaccines) and drop-out, along with trends between two DHS surveys for 10 of these countries. It is well-written and presents a useful picture of the situation of a group of countries and highlights that there is much work to do in terms of improving coverage and reducing drop-outs. It also shows that the factors associated with FIC differ among countries. The main issue I have with the study is that it only presents coverage point estimates. It fails to show the % of cards seen and confidence intervals around estimates. This limits data interpretation. Also, at least to me, it is not clear if the authors were able to replicate the results included in the respective DHS report. If it was a re-analysis, it is frequent that estimates are a bit different due to non-explicit decisions on record or data point exclusion, or how to treat “don’t know” responses, for example. This is not mentioned. Also, by calling the drop-out DTP1-DTP3 an “access” issue and the drop-out DTP1-MCV1 a “utilization” issue, it creates confusion, as often DTP1 coverage is used to denote access and drop-out (any) to denote utilization. See: Immunization in Practice. Module 6. Monitoring and Surveillance
http://apps.who.int/iris/bitstream/10665/193412/1/9789241549097_eng.pdf
 Regarding the exclusion of MICS surveys, at least the most recent MICS do include vaccination history not limited to those received before their first birthday. See:
http://mics.unicef.org/tools and Cutts
 et al., 2013. Finally, though the results illustrate a group of countries in a sub-region, generalizing to “West Africa” seems an unneeded stretch. Specific comments: Abstract
Provide a timeframe, e.g., from 2003 DHS in Burkina Faso and Ghana to 2013. Introduction
Review the references for the statement about drop-out. While the webpages cited do include a recommendation on attaining coverage >=90% at the national level, they do not include a target for drop-out. The 10% is commonly used, but the reference needs to be added. It could be Immunization in Practice. Module 6. Monitoring and Surveillance
http://apps.who.int/iris/bitstream/10665/193412/1/9789241549097_eng.pdf
Add a reference for the statement about admin reports most frequently overestimating coverageConsider Lim
et al., in addition to, or instead of, reference 11You may want to add here why you didn’t include MICS Methods
Consider changing to univariate to bivariate Results
Present uncertainty dataInclude the % with cards seenTable 3 is confusing. It could add coverage “before” and “after” to better understand what the % presented is aboutRemove data interpretation when presenting drop-out results, as the definitions were included in the methods Discussion
Avoid presenting a summary figureAgain, revise the references used when presenting a threshold of 10% for drop-outDiscuss the potential use of cards as an explanatory variable, given that vaccination ascertainment may be affected by thisRevise the use of access and utilization when referring to drop-outsConsider adding the limitation that surveys do not directly obtain data on barriers to vaccinationConsider adding the limitation that untimely vaccination may occur. See a recent review “Factors associated with incomplete or delayed vaccination across countries: A systematic review” by Tauil
et al., Vaccine 2016. Conclusions
I don't think the data presented allows determining the cause of the mostly low coverage and high-drop outs found. Thus, I suggest removing or rewording “Health system weaknesses….to be tackled urgently”. It may be true, but it is not a conclusion based on the data presented. References
Consider further references by Brown
et al. on home-based records, more on timeliness and references on the Global Vaccine Action Plan (GVAP), see:
http://www.who.int/immunization/global_vaccine_action_plan/GVAP_doc_2011_2020/en/

I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard, however I have significant reservations, as outlined above.",4,4,2017,2017-4-4,PMC5407439,Research Article,28459105,10.12688/wellcomeopenres.10690.1,Crude childhood vaccination coverage in West Africa: Trends and predictors of completeness.,2017-02-15,research-article; journal article; 
