title,doi,tq,altmetric_jid,issns,journal,cohorts.pub,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,type,altmetric_id,schema,is_oa,cited_by_posts_count,cited_by_tweeters_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,pmid,pmc,tq1,tq2,tq3,cohorts.sci,abstract,authors,tq4,tq5,cohorts.com,authors6,authors7,authors8,authors9,cited_by_feeds_count,authors10,authors11,uri,authors12,authors13,authors14,authors15,authors16,authors17,authors18,authors19,authors20,authors21,cohorts.doc,cited_by_fbwalls_count,cited_by_msm_count,cited_by_gplus_count,authors22,authors23,authors24,cited_by_peer_review_sites_count,authors25,authors26,authors27,authors28,authors29,authors30,authors31,authors32,authors33,authors34,authors35,authors36,authors37,authors38,handles,handle,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,authors52,authors53,authors54,authors55,authors56,authors57,authors58,authors59,authors60,authors61
Quantitative cross-linking/mass spectrometry reveals subtle protein conformational changes,10.12688/wellcomeopenres.9896.1,"Using QCLMS to monitor protein conformational changes: workflow, code of practice framework for data processing",NA,NA,Wellcome Open Research,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zhuo Chen,Lutz Fischer,Salman Tahir,Jimi-Carlo Bukowski-Wills,Paul Barlow,article,13750013,1.5.4,FALSE,1,1,1,1479392846,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.12688/wellcomeopenres.9896.1,1479392739,1479168000,0,10,0,10,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=13750013,27976756,PMC5140025,NA,NA,NA,NA,"Quantitative cross-linking/mass spectrometry (QCLMS) probes protein structural dynamics in solution by quantitatively comparing the yields of cross-links between different conformational statuses. We have used QCLMS to understand the final maturation step of the proteasome lid and also to elucidate the structure of complement C3(H2O). Here we benchmark our workflow using a structurally well-described reference system, the human complement protein C3 and its activated cleavage product C3b. We found that small local conformational changes affect the yields of cross-linking residues that are near in space while larger conformational changes affect the detectability of cross-links. Distinguishing between minor and major changes required robust analysis based on replica analysis and a label-swapping procedure. By providing workflow, code of practice and a framework for semi-automated data processing, we lay the foundation for QCLMS as a tool to monitor the domain choreography that drives binary switching in many protein-protein interaction networks.",NA,NA,NA,NA,Juri Rappsilber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intravenous rehydration of malnourished children with acute gastroenteritis and severe dehydration: A systematic review,10.12688/wellcomeopenres.12346.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,3,8530354,7.1508027362915,1423347,83,7102574,135,8.8691194029851,49,62,84,220156,12.972331203016,50167,77,169710,42,8.0874146341463,17,57,24,Kirsty A. Houston,Jack G. Gibb,Kathryn Maitland,NA,NA,article,24018800,1.5.4,FALSE,11,8,8,1504609251,6.05,6.05,6.05,6.05,0,0,0,0,0,0,0,0,6.05,http://dx.doi.org/10.12688/wellcomeopenres.12346.1,1503048042,1503014400,0,5,0,5,https://badges.altmetric.com/?size=64&score=7&types=tttttttt,https://badges.altmetric.com/?size=100&score=7&types=tttttttt,https://badges.altmetric.com/?size=180&score=7&types=tttttttt,http://www.altmetric.com/details.php?citation_id=24018800,28944301,PMC5590082,"Intravenous rehydration of malnourished children with acute gastroenteritis Houston KA et al.,@WellcomeOpenResearch,",What does the #evidence show - should we follow a more conservative or a more liberal rehydration regimen? …,Conservative vs. more liberal rehydration regimens. Analysing which is the best therapy #malnutrition,4,"Background: Rehydration strategies in children with severe acute malnutrition (SAM) and severe dehydration are extremely cautious. The World Health Organization (WHO) SAM guidelines advise strongly against intravenous fluids unless the child is shocked or severely dehydrated and unable to tolerate oral fluids. Otherwise, guidelines recommend oral or nasogastric rehydration using low sodium oral rehydration solutions. There is limited evidence to support these recommendations. Methods: We conducted a systematic review of randomised controlled trials (RCTs) and observational studies on 15 (th) June 2017 comparing different strategies of rehydration therapy in children with acute gastroenteritis and severe dehydration, specifically relating to intravenous rehydration, using standard search terms. Two authors assessed papers for inclusion. The primary endpoint was evidence of fluid overload. Results: Four studies were identified, all published in English, including 883 children, all of which were conducted in low resource settings. Two were randomised controlled trials and two observational cohort studies, one incorporated assessment of myocardial and haemodynamic function. There was no evidence of fluid overload or other fluid-related adverse events, including children managed on more liberal rehydration protocols. Mortality was high overall, and particularly in children with shock managed on WHO recommendations (day-28 mortality 82%). There was no difference in safety outcomes when different rates of intravenous rehydration were compared. Conclusions: The current 'strong recommendations' for conservative rehydration of children with SAM are not based on emerging evidence. We found no clinical trials providing a direct assessment of the current WHO guidelines, and those that were available suggested that these children have a high mortality and remain fluid depleted on current therapy. Recent studies have reported no evidence of fluid overload or heart failure with more liberal rehydration regimens. Clinical trials are urgently required to inform guidelines on routes and rates of intravenous rehydration therapy for dehydration in children with SAM.",NA,"WHO guidelines for rehydration of children are complex, challenging to follow and open to wide interpretation",Clinical trials are urgently required. Who can we call?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sharing individual patient and parasite-level data through the WorldWide Antimalarial Resistance Network platform: A qualitative case study,10.12688/wellcomeopenres.12259.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,16,8684886,7.2789878725987,700800,91,7982791,154,8.6791633986928,27,82,127,218723,13.346979389362,29553,86,189106,46,8.4607555555556,8,82,38,Elizabeth Pisani,Stella Botchway,NA,NA,NA,article,23918732,1.5.4,FALSE,33,25,25,1508238065,13.2,13.2,13.2,7.05,0,0,0,0,0,0,0,0,13.2,http://dx.doi.org/10.12688/wellcomeopenres.12259.1,1502903438,1502841600,2,1,0,3,https://badges.altmetric.com/?size=64&score=14&types=tttttttt,https://badges.altmetric.com/?size=100&score=14&types=tttttttt,https://badges.altmetric.com/?size=180&score=14&types=tttttttt,http://www.altmetric.com/details.php?citation_id=23918732,29018840,PMC5627501,"#DataSharing hurdles - overcome with free, online tools for data collection, collaborative authorship",Fascinating case study of the costs and benefits of data sharing,Paper: Sharing individual patient-level data through the WorldWide Antimalarial Resistance Network platform (WWARN),6,"Increasingly, biomedical researchers are encouraged or required by research funders and journals to share their data, but there's very little guidance on how to do that equitably and usefully, especially in resource-constrained settings. We performed an in-depth case study of one data sharing pioneer: the WorldWide Antimalarial Resistance Network (WWARN).
The case study included a records review, a quantitative analysis of WAARN-related publications, in-depth interviews with 47 people familiar with WWARN, and a witness seminar involving a sub-set of 11 interviewees.
WWARN originally aimed to collate clinical, in vitro, pharmacological and molecular data into linked, open-access databases intended to serve as a public resource to guide antimalarial drug treatment policies. Our study describes how WWARN navigated challenging institutional and academic incentive structures, alongside funders' reluctance to invest in capacity building in malaria-endemic countries, which impeded data sharing. The network increased data contributions by focusing on providing free, online tools to improve the quality and efficiency of data collection, and by inviting collaborative authorship on papers addressing policy-relevant questions that could only be answered through pooled analyses. By July 1, 2016, the database included standardised data from 103 molecular studies and 186 clinical trials, representing 135,000 individual patients. Developing the database took longer and cost more than anticipated, and efforts to increase equity for data contributors are on-going. However, analyses of the pooled data have generated new methods and influenced malaria treatment recommendations globally. Despite not achieving the initial goal of real-time surveillance, WWARN has developed strong data governance and curation tools, which are now being adapted relatively quickly for other diseases.
To be useful, data sharing requires investment in long-term infrastructure. To be feasible, it requires new incentive structures that favour the generation of reusable knowledge.",NA,"Proud to be one of the 1st 100, with case study of",Sharing individual patient and parasite-level data through the WorldWide Antimalarial Resistance Network platform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micro-epidemiological structuring of Plasmodium falciparum parasite populations in regions with varying transmission intensities in Africa.,10.12688/wellcomeopenres.10784.2,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,4,8690176,7.2833124840319,1262335,85,7425072,154,8.7631503267974,45,70,109,235580,12.660689543635,48134,79,187261,41,7.87835,16,60,25,Irene Omedo,Polycarp Mogeni,Teun Bousema,Kirk Rockett,Alfred Amambua-Ngwa,article,25102765,1.5.4,FALSE,13,10,11,1509217644,7.4,7.4,7.4,7.4,0,0,0,0,0,0,0,0,7.4,http://dx.doi.org/10.12688/wellcomeopenres.10784.2,1505129637,1504828800,0,0,0,0,https://badges.altmetric.com/?size=64&score=8&types=tttttttf,https://badges.altmetric.com/?size=100&score=8&types=tttttttf,https://badges.altmetric.com/?size=180&score=8&types=tttttttf,http://www.altmetric.com/details.php?citation_id=25102765,NA,NA,"Targeted #malaria control could benefit surrounding community, but could it increase the risk of drug resistance?",Revised version now available after open peer review,Identifying geographical barriers to #parasite movement #Malaria,4,NA,NA,Micro-epidemiological structuring of Plasmodium falciparum parasite populations in regions with varying transmission,NA,1,Isabella Oyier,Jennifer C. Stevenson,Amrish Y. Baidjoe,Etienne P. de Villiers,NA,Greg Fegan,Amanda Ross,NA,Christina Hubbart,Anne Jeffreys,Thomas N. Williams,Dominic Kwiatkowski,Philip Bejon,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A genomic atlas of human adrenal and gonad development,10.12688/wellcomeopenres.11253.2,Open Access UCL Research: A genomic atlas of human adrenal and gonad development [version 2; referees: 4 approved],58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,1,8690176,7.2833124840319,7535185,1,0,154,8.7631503267974,150,1,0,125604,10.943395237375,101534,1,0,15,8.1642857142857,15,1,0,"del Valle, I","Buonocore, F","Duncan, AJ","Lin, L","Barenco, M",article,29165236,1.5.4,FALSE,1,1,1,1511180778,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0.25,http://dx.doi.org/10.12688/wellcomeopenres.11253.2,1511180789,NA,0,0,0,0,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=29165236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parnaik, R","Shah, S","Hubank, M","Gerrelli, D",NA,"Achermann, JC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quantification and determinants of the amount of respiratory syncytial virus (RSV) shed using real time PCR data from a longitudinal household study,10.12688/wellcomeopenres.10284.2,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,4,8497409,7.1306945233102,1389848,83,7101218,133,8.6156212121212,44,66,88,245942,13.660292192029,60930,75,184819,29,6.814,11,62,18,Miriam Wathuo,Graham F. Medley,D. James Nokes,Patrick K. Munywoki,NA,article,17384435,1.5.4,FALSE,7,7,7,1492081182,6.25,6.25,0,0,0,0,0,0,0,0,0,0,6.25,http://dx.doi.org/10.12688/wellcomeopenres.10284.2,1489588876,1489363200,0,8,0,8,https://badges.altmetric.com/?size=64&score=7&types=tttttttt,https://badges.altmetric.com/?size=100&score=7&types=tttttttt,https://badges.altmetric.com/?size=180&score=7&types=tttttttt,http://www.altmetric.com/details.php?citation_id=17384435,NA,NA,Long shedders tend to shed more RSV virus and are likely to be more infectious @pmunywoki @nokesdj @GrahamMedley,"More good work from Kilifi-@LSHTMpress Quantification and determinants of the amount of RSV.... Wathuo M et al.,",Long shedders tend to shed more RSV virus and are likely to be more infectious,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://wellcomeopenresearch.org/articles/1-27/v2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Revisions of Theophanes Chrysobalantes De Curatione,10.12688/wellcomeopenres.9991.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,1,8360145,7.0505745135414,6344258,13,1133278,118,9.0553675213675,102,1,2,242963,13.638190120265,176025,16,40871,29,7.0247142857143,23,1,0,NA,NA,NA,NA,NA,article,17384788,1.5.4,FALSE,1,1,1,1489589552,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.12688/wellcomeopenres.9991.1,1489589566,1489363200,0,0,0,0,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=17384788,28393114,PMC5384629,NA,NA,NA,NA,"Background Theophanes Chrysobalantes' De curatione is a little known but highly relevant therapeutic manual dating to the tenth century AD. The text has come down to us in  an unusually large number of manuscripts, most of which transmit a mainstream version of the text. Methods In the present article, three versions deriving from the mainstream text are being examined. For this, these versions are being compared to the mainstream text, in order to understand the aim behind the alterations and additions they were subjected to. The overarching goal is to understand, why these changes were made, and how skilled the editors were. It is a rather unusual approach, as divergent versions are usually not examined in research literature, since they are secondary to the original text. Results and conclusions The results clearly show that the text was redacted several times, but not by highly sophisticated editors. The general aims of the redactions were to make the text easier to understand.",Barbara Zipser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://wellcomeopenresearch.org/articles/2-17/v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rapid inducible protein displacement in Plasmodium in vivo and in vitro using knocksideways technology,10.12688/wellcomeopenres.11005.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,11,8613289,7.2340127658475,904459,89,7672778,145,9.0434861111111,34,76,111,247988,13.690873795803,42260,82,204901,29,7.0747142857143,6,79,23,Katie R. Hughes,Andy P. Waters,NA,NA,NA,article,17347809,1.5.4,FALSE,25,17,17,1494434404,10,10,0,0,0,0,0,0,0,0,0,0,10,http://dx.doi.org/10.12688/wellcomeopenres.11005.1,1489517154,1489449600,0,6,0,6,https://badges.altmetric.com/?size=64&score=10&types=tttttttt,https://badges.altmetric.com/?size=100&score=10&types=tttttttt,https://badges.altmetric.com/?size=180&score=10&types=tttttttt,http://www.altmetric.com/details.php?citation_id=17347809,28428983,PMC5395084,Excited to have published our first research,"New WCMP research: Rapid inducible protein displacement in Plasmodium in vivo and.... Hughes KR and Waters AP,",'Knocksideways' technology could rapidly inactive proteins and genetically manipulate malaria parasites,3,"A deeper understanding of the biology of the Plasmodium parasite is essential in order to identify targets for interventions, with the ultimate aim of eliminating malaria. Determining the function(s) of essential proteins in Plasmodium has, until recently, been hampered by the lack of efficient conditional systems to abrogate proteins. We report the adaptation of a conditional technology, knocksideways (KS), for use in Plasmodium berghei, which can potentially rapidly inactivate proteins of interest through relocalisation. The system is induced using rapamycin, which allows for KS both in vitro and in vivo and is effective more rapidly than any other reported system. KS utilises pairs of fluorescent tags that facilitate live imaging and allows for rapid confirmation of efficient protein redistribution on live parasites, allowing for streamlined workflows. We demonstrate the characteristics of the system using transgenically expressed cytoplasmic GFP and provide proof of principle by inducibly redistributing a number of proteins with different native, subcellular locations.  We also demonstrate that KS can be applied to both mammalian and insect stages of Plasmodium. KS expands the range of (conditional) technologies for genetic manipulation of malaria parasites and offers the potential to be further developed for medium throughput phenotype screens.",NA,'Knocksideways' technology could rapidly inactive proteins and genetically manipulate malaria parasites #endmalaria,Rapid inducible protein displacement in Plasmodiumin vivo and in vitro using knocksideways… #Wellcome_Open_Res,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crude childhood vaccination coverage in West Africa: Trends and predictors of completeness,10.12688/wellcomeopenres.10690.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,6,8653205,7.2581407198912,1667729,80,6977481,148,8.9391972789116,67,54,81,324824,12.193010741234,84810,73,239485,32,6.7947741935484,14,56,18,Jacob S. Kazungu,Ifedayo M.O. Adetifa,NA,NA,NA,article,16421052,1.5.4,FALSE,10,8,8,1495583455,5.2,5.2,0,0,0,0,0,0,0,0,0,0,5.2,http://dx.doi.org/10.12688/wellcomeopenres.10690.1,1487161067,1487116800,0,9,0,9,https://badges.altmetric.com/?size=64&score=6&types=tttttttt,https://badges.altmetric.com/?size=100&score=6&types=tttttttt,https://badges.altmetric.com/?size=180&score=6&types=tttttttt,http://www.altmetric.com/details.php?citation_id=16421052,28459105,PMC5407439,Reviewing trends in #vaccination coverage and dropouts between vaccine doses in West Africa -,"A great platform! Happy that Kazungu, IDeAL PGD Fellow, 2016, was among the very first to publish his work on it -",#OpenAccess: Crude childhood #vaccination coverage in West #Africa: Trends predictors of completeness #EndPolio,2,"Background: Africa has the lowest childhood vaccination coverage worldwide. If the full benefits of childhood vaccination programmes are to be enjoyed in sub-Saharan Africa, all countries need to improve on vaccine delivery to achieve and sustain high coverage. In this paper, we review trends in vaccination coverage, dropouts between vaccine doses and explored the country-specific predictors of complete vaccination in West Africa.  Methods: We utilized datasets from the Demographic and Health Surveys Program, available for Benin, Burkina Faso, The Gambia, Ghana, Guinea, Cote d'Ivoire, Liberia, Mali, Niger, Nigeria, Senegal, Sierra Leone and Togo, to obtain coverage for Bacillus Calmette-Guerin, polio, measles, and diphtheria, pertussis and tetanus (DPT) vaccines in children aged 12 - 23 months. We also calculated the DPT1-to-DPT3 and DPT1-to-measles dropouts, and proportions of the fully immunised child (FIC). Factors predictive of FIC were explored using Chi-squared tests and multivariable logistic regression.  Results: Overall, there was a trend of increasing vaccination coverage. The proportion of FIC varied significantly by country (range 24.1-81.4%, mean 49%). DPT1-to-DPT3 dropout was high (range 5.1% -33.9%, mean 16.3%). Similarly, DPT1-measles dropout exceeded 10% in all but four countries. Although no single risk factor was consistently associated with FIC across these countries, maternal education, delivery in a health facility, possessing a vaccine card and a recent post delivery visit to a health facility were the key predictors of complete vaccination.  Conclusions: The low numbers of fully immunised children and high dropout between vaccine doses highlights weaknesses and the need to strengthen the healthcare and routine immunization delivery systems in this region. Country-specific correlates of complete vaccination should be explored further to identify interventions required to increase vaccination coverage. Despite the promise of an increasing trend in vaccination coverage in West African countries, more effort is required to attain and maintain global vaccination coverage targets.",NA,Reviewing trends in #vaccination coverage and dropouts between vaccine doses in West Africa #Immunisation,Crude childhood vaccination coverage in West Africa: Trends and... Kazungu JS and Adetifa IMO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mapping the distribution of <i>Anopheles funestus</i> across Benin highlights a sharp contrast of susceptibility to insecticides and infection rate to <i>Plasmodium</i> between southern and northern populations,10.12688/wellcomeopenres.10213.2,NA,NA,NA,Wellcome Open Research,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rousseau Djouaka,Romaric Akoton,Genevieve M. Tchigossou,Seun M. Atoyebi,Helen Irving,article,16985578,1.5.4,FALSE,6,4,4,1492012806,2.85,2.85,0,0,0,0,0,0,0,0,0,0,2.85,http://dx.doi.org/10.12688/wellcomeopenres.10213.2,1488648406,1488499200,0,0,0,0,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,http://www.altmetric.com/details.php?citation_id=16985578,NA,NA,Mapped population distribution of Anopheles funestus could help with #malaria control programs in Benin,Sharp contrast of susceptibility to #insecticides infection rate between mosquito populations #Malaria,Observed seasonal distribution of Anopheles funestus could aid understanding of #InsecticideResistance #malaria,NA,NA,NA,"Mapping the distribution of Anopheles funestus across Benin highlights.... Djouaka R et al., published by,",NA,NA,Michael O. Kusimo,Innocent Djegbe,Jacob M. Riveron,Eric Tossou,NA,Akadiri Yessoufou,Charles S. Wondji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Why sensitive bacteria are resistant to hospital infection control,10.12688/wellcomeopenres.11033.1,Evaluating the impact of a hospital hand #hygiene intervention #InfectionControl,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,7,8425604,7.0878923279354,327959,96,8097689,123,8.8846557377049,9,92,114,244148,13.687887485817,19124,92,225024,29,6.0189285714286,2,93,27,Esther van Kleef,Nantasit Luangasanatip,Marc J Bonten,Ben S Cooper,NA,article,17318340,1.5.4,FALSE,20,15,18,1498494503,27.912,27.912,14.51,0,0,0,0,0,0,0,0,0,27.912,http://dx.doi.org/10.12688/wellcomeopenres.11033.1,1489443611,1489104000,0,5,0,5,https://badges.altmetric.com/?size=64&score=28&types=bbtttttt,https://badges.altmetric.com/?size=100&score=28&types=bbtttttt,https://badges.altmetric.com/?size=180&score=28&types=bbtttttt,http://www.altmetric.com/details.php?citation_id=17318340,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,https://wellcomeopenresearch.org/articles/2-16/v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Functional assessment of the NMDA receptor variant GluN2AR586K,10.12688/wellcomeopenres.10985.1,Functional assessment of the NMDA receptor with rare genetic variant,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,3,8583850,7.1844593104946,3968622,52,4528276,140,8.936417266187,101,25,36,252120,13.412462757666,116002,52,132085,28,5.7978518518519,17,35,10,Katie F.M. Marwick,Peter Parker,Paul Skehel,Giles Hardingham,David J.A. Wyllie,article,17837216,1.5.4,FALSE,3,3,3,1493721665,1.75,1.75,0,0,0,0,0,0,0,0,0,0,1.75,http://dx.doi.org/10.12688/wellcomeopenres.10985.1,1490031992,1489708800,0,3,0,3,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,http://www.altmetric.com/details.php?citation_id=17837216,28459106,PMC5407442,NA,NA,NA,NA,"Background: The N-methyl-D-aspartate receptor (NMDAR) is an ionotropic glutamate receptor that has important roles in synaptogenesis, synaptic transmission, and synaptic plasticity. Recently, a large number of rare genetic variants have been found in NMDAR subunits in people with neurodevelopmental disorders, and also in healthy individuals. One such is the GluN2A(R586K) variant, found in a person with intellectual disability. Identifying the functional consequences, if any, of such variants allows their potential contribution to pathogenesis to be assessed. Here, we assessed the effect of the GluN2A(R586K) variant on NMDAR pore properties. Methods: We expressed recombinant NMDARs with and without the GluN2A(R586K) variant in Xenopus laevis oocytes and in primary cultured mouse neurons, and made electrophysiological recordings assessing Mg(2+) block, single-channel conductance, mean open time and current density. Results: The GluN2A(R586K) variant was not found to influence any of the properties assessed. Conclusions: Our findings suggest it is unlikely that the GluN2A(R586K) variant contributes to the pathogenesis of neurodevelopmental disorder.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://wellcomeopenresearch.org/articles/2-20/v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
